id,customer_gender,customer_age,season,category,product,actual_price,discount_applied,customer_sentiments,previous_sales,Previous_sales
2228,Male,50,Autumn,Clothing,Sneakers,50.21,29,Negative,0,101
2229,Male,21,Autumn,Electronics,Tablet,771.24,3,Negative,0,176
2230,Male,18,Summer,Electronics,Tablet,999.68,13,Positive,0,177
2231,Female,49,Summer,Home,Coffee Maker,97.65,53,Negative,0,84
2232,Female,45,Spring,Electronics,Laptop,1703.24,16,Negative,0,167
2233,Male,28,Summer,Home,Microwave,292.26,8,Positive,0,87
2234,Male,45,Autumn,Electronics,Tablet,213.35,31,Neutral,0,178
2235,Female,36,Winter,Clothing,Sweater,18.17,31,Negative,0,117
2236,Female,38,Summer,Home,Blender,179.98,44,Positive,0,84
2237,Male,50,Spring,Sports,Dumbbells,132.99,33,Negative,0,80
2238,Male,45,Autumn,Electronics,Headphones,992.85,13,Negative,0,159
2239,Female,29,Autumn,Clothing,T-Shirt,52.83,36,Positive,0,113
2240,Female,18,Winter,Electronics,Headphones,467.86,41,Positive,0,160
2241,Male,20,Spring,Home,Blender,218.99,29,Negative,0,85
2242,Female,24,Winter,Clothing,Jeans,18.88,33,Neutral,0,104
2243,Male,34,Summer,Home,Microwave,84.41,1,Negative,0,88
2244,Female,40,Autumn,Electronics,Laptop,568.44,7,Negative,0,168
2245,Male,45,Winter,Electronics,Smartphone,420.47,25,Negative,0,196
2246,Female,39,Winter,Sports,Yoga Mat,41.55,11,Positive,0,60
2247,Male,27,Spring,Home,Coffee Maker,129.64,18,Negative,0,85
2248,Male,45,Summer,Sports,Water Bottle,68.84,50,Negative,0,75
2249,Male,25,Spring,Sports,Tennis Racket,187.54,41,Negative,0,83
2250,Female,18,Winter,Clothing,Sweater,131.97,7,Positive,0,118
2251,Male,23,Summer,Electronics,Headphones,943.56,3,Negative,0,161
2252,Female,18,Spring,Clothing,Sweater,87.36,31,Negative,0,119
2253,Male,32,Winter,Electronics,Smartwatch,107.11,31,Positive,0,155
2254,Male,43,Autumn,Electronics,Smartphone,956.18,11,Negative,0,197
2255,Female,42,Autumn,Sports,Yoga Mat,67.99,24,Neutral,0,61
2256,Female,20,Spring,Home,Blender,256.94,41,Negative,0,86
2257,Female,27,Summer,Electronics,Smartphone,1002.93,5,Positive,0,198
2258,Female,32,Spring,Electronics,Headphones,841.77,5,Positive,0,162
2259,Male,29,Winter,Electronics,Smartphone,493.69,30,Positive,0,199
2260,Female,39,Spring,Electronics,Headphones,363.68,12,Negative,0,163
2261,Female,29,Winter,Home,Coffee Maker,179.21,41,Negative,0,86
2262,Male,40,Autumn,Home,Lamp,154.61,56,Negative,0,96
2263,Male,49,Summer,Electronics,Laptop,1315.9,16,Negative,0,169
2264,Male,18,Autumn,Home,Lamp,281.46,36,Negative,0,97
2265,Female,34,Winter,Electronics,Tablet,415.17,17,Negative,0,179
2266,Male,37,Winter,Electronics,Smartphone,437.73,39,Neutral,0,200
2267,Female,41,Autumn,Electronics,Tablet,723.25,6,Negative,0,180
2268,Male,43,Spring,Sports,Tennis Racket,166.51,15,Positive,0,84
2269,Female,37,Summer,Electronics,Smartphone,485.08,20,Negative,0,201
2270,Male,32,Winter,Home,Coffee Maker,132.31,36,Positive,0,87
2271,Male,22,Spring,Home,Coffee Maker,118.86,54,Positive,0,88
2272,Male,18,Summer,Electronics,Headphones,1051.62,7,Negative,0,164
2273,Female,39,Spring,Sports,Yoga Mat,30.6,34,Negative,0,62
2274,Female,33,Winter,Clothing,T-Shirt,111.9,24,Negative,0,114
2275,Male,39,Winter,Home,Vacuum Cleaner,114.86,22,Positive,0,113
2276,Female,51,Summer,Sports,Yoga Mat,127.62,38,Negative,0,63
2277,Female,45,Winter,Clothing,Sweater,73.04,11,Negative,0,120
2278,Male,34,Spring,Sports,Dumbbells,12.7,20,Negative,0,81
2279,Female,22,Autumn,Home,Microwave,115.82,30,Negative,0,89
2280,Female,28,Winter,Clothing,Jeans,82.79,35,Negative,0,105
2281,Male,22,Autumn,Clothing,Jeans,63.14,51,Neutral,0,106
2282,Female,24,Autumn,Electronics,Laptop,1797.84,11,Negative,0,170
2283,Female,44,Autumn,Home,Coffee Maker,257.07,16,Positive,0,89
2284,Female,45,Spring,Electronics,Smartphone,1113.17,4,Positive,0,202
2285,Female,52,Winter,Sports,Water Bottle,175.89,25,Negative,0,76
2286,Female,27,Autumn,Clothing,T-Shirt,16.42,21,Negative,0,115
2287,Female,44,Summer,Electronics,Laptop,1231.57,7,Negative,0,171
2288,Female,26,Spring,Home,Coffee Maker,65.58,22,Neutral,0,90
2289,Male,20,Winter,Electronics,Smartphone,206,52,Negative,0,203
2290,Female,28,Summer,Electronics,Headphones,924.63,14,Positive,0,165
2291,Female,37,Winter,Home,Coffee Maker,188.54,10,Neutral,0,91
2292,Female,34,Winter,Electronics,Smartwatch,643.2,14,Neutral,0,156
2293,Female,32,Autumn,Home,Coffee Maker,241.73,43,Negative,0,92
2294,Male,47,Spring,Electronics,Smartwatch,360.69,39,Positive,0,157
2295,Male,29,Autumn,Sports,Running Shoes,51.27,9,Positive,0,65
2296,Male,27,Spring,Home,Blender,101.84,28,Negative,0,87
2297,Female,41,Autumn,Sports,Water Bottle,131.45,0,Negative,0,77
2298,Male,34,Spring,Sports,Yoga Mat,171.48,27,Positive,0,64
2299,Female,31,Autumn,Sports,Tennis Racket,196.67,44,Negative,0,85
2300,Female,40,Winter,Electronics,Headphones,707.47,17,Negative,0,166
2301,Female,32,Summer,Electronics,Tablet,159.52,39,Positive,0,181
2302,Female,54,Summer,Electronics,Smartwatch,554.57,17,Negative,0,158
2303,Male,21,Winter,Clothing,Sweater,45.44,21,Positive,0,121
2304,Female,30,Autumn,Home,Coffee Maker,147.86,32,Negative,0,93
2305,Female,43,Autumn,Home,Blender,116.22,12,Positive,0,88
2306,Female,35,Autumn,Clothing,Sneakers,130.1,0,Positive,0,102
2307,Female,52,Summer,Clothing,Jeans,74.41,17,Positive,0,107
2308,Male,35,Autumn,Sports,Tennis Racket,135.04,20,Positive,0,86
2309,Female,48,Spring,Sports,Dumbbells,190.11,0,Negative,0,82
2310,Female,34,Summer,Home,Blender,162.34,23,Neutral,0,89
2311,Male,29,Summer,Electronics,Smartwatch,858.02,19,Negative,0,159
2312,Female,24,Autumn,Electronics,Headphones,818.96,14,Negative,0,167
2313,Male,39,Spring,Sports,Running Shoes,79.13,44,Positive,0,66
2314,Female,26,Summer,Clothing,Sweater,144.42,14,Negative,0,122
2315,Female,48,Winter,Clothing,Sneakers,91.07,31,Positive,0,103
2316,Male,18,Winter,Electronics,Tablet,493.36,17,Negative,0,182
2317,Female,39,Spring,Home,Microwave,240.27,38,Negative,0,90
2318,Male,26,Spring,Clothing,Sneakers,88.38,0,Neutral,0,104
2319,Female,41,Spring,Clothing,T-Shirt,145.2,7,Negative,0,116
2320,Male,18,Summer,Clothing,Jeans,57.41,0,Neutral,0,108
2321,Female,44,Summer,Clothing,Jeans,112.92,27,Negative,0,109
2322,Male,32,Autumn,Electronics,Smartwatch,704.2,17,Negative,0,160
2323,Female,42,Autumn,Sports,Water Bottle,129.33,49,Negative,0,78
2324,Female,18,Summer,Electronics,Headphones,343.53,24,Negative,0,168
2325,Male,18,Spring,Home,Microwave,271.24,22,Positive,0,91
2326,Female,32,Spring,Sports,Running Shoes,105.75,34,Positive,0,67
2327,Female,35,Spring,Home,Coffee Maker,239.35,34,Negative,0,94
2328,Male,43,Winter,Electronics,Tablet,455.81,57,Positive,0,183
2329,Female,31,Winter,Home,Coffee Maker,287.68,11,Neutral,0,95
2330,Female,37,Summer,Sports,Running Shoes,102.09,13,Neutral,0,68
2331,Female,52,Summer,Sports,Dumbbells,50.75,21,Negative,0,83
2332,Male,28,Winter,Clothing,T-Shirt,20.24,18,Positive,0,117
2333,Female,43,Spring,Electronics,Headphones,724.75,9,Neutral,0,169
2334,Male,27,Winter,Home,Vacuum Cleaner,133.06,50,Neutral,0,114
2335,Male,24,Spring,Electronics,Tablet,217.47,26,Negative,0,184
2336,Male,42,Autumn,Electronics,Smartwatch,346.21,1,Negative,0,161
2337,Male,40,Summer,Clothing,Jacket,147.84,9,Negative,0,112
2338,Male,44,Summer,Electronics,Headphones,829.57,5,Negative,0,170
2339,Female,43,Winter,Electronics,Laptop,868.59,16,Neutral,0,172
2340,Male,45,Spring,Sports,Water Bottle,99.45,29,Negative,0,79
2341,Female,32,Summer,Clothing,Jeans,39.59,16,Negative,0,110
2342,Female,52,Summer,Electronics,Tablet,977.61,7,Negative,0,185
2343,Female,22,Summer,Electronics,Headphones,731.55,13,Positive,0,171
2344,Male,25,Autumn,Electronics,Laptop,925.47,5,Negative,0,173
2345,Male,18,Summer,Electronics,Smartphone,234.72,18,Neutral,0,204
2346,Male,34,Summer,Electronics,Headphones,1082.3,11,Negative,0,172
2347,Female,46,Spring,Clothing,Jacket,19.55,33,Negative,0,113
2348,Female,32,Winter,Home,Coffee Maker,233.47,22,Positive,0,96
2349,Female,41,Winter,Electronics,Smartphone,298,44,Positive,0,205
2350,Female,36,Winter,Electronics,Headphones,1108.46,8,Positive,0,173
2351,Male,23,Autumn,Clothing,T-Shirt,47.7,3,Negative,0,118
2352,Male,42,Summer,Electronics,Smartphone,394.86,34,Positive,0,206
2353,Male,41,Winter,Clothing,T-Shirt,61.33,23,Negative,0,119
2354,Male,51,Spring,Electronics,Laptop,1089.29,8,Negative,0,174
2355,Female,46,Spring,Electronics,Tablet,884.63,10,Negative,0,186
2356,Male,27,Summer,Clothing,Jacket,76.58,34,Positive,0,114
2357,Female,39,Spring,Clothing,Sweater,127.7,30,Negative,0,123
2358,Male,35,Winter,Clothing,T-Shirt,52.36,24,Negative,0,120
2359,Female,63,Autumn,Sports,Yoga Mat,85.92,43,Neutral,0,65
2360,Male,43,Winter,Electronics,Laptop,1264.9,11,Negative,0,175
2361,Male,47,Summer,Electronics,Laptop,335.32,33,Neutral,0,176
2362,Female,35,Summer,Electronics,Smartphone,129.48,20,Neutral,0,207
2363,Male,34,Winter,Electronics,Smartphone,745.96,0,Negative,0,208
2364,Male,37,Winter,Home,Blender,38.01,18,Neutral,0,90
2365,Female,54,Summer,Electronics,Laptop,750.86,10,Negative,0,177
2366,Female,20,Summer,Sports,Yoga Mat,120.28,24,Negative,0,66
2367,Female,22,Autumn,Electronics,Tablet,638.02,12,Negative,0,187
2368,Female,38,Summer,Home,Lamp,211.69,39,Negative,0,98
2369,Male,25,Spring,Clothing,Jeans,34.99,26,Negative,0,111
2370,Female,18,Winter,Home,Vacuum Cleaner,265.42,36,Positive,0,115
2371,Male,41,Winter,Home,Coffee Maker,166.44,32,Negative,0,97
2372,Male,35,Spring,Sports,Dumbbells,44.32,31,Positive,0,84
2373,Female,54,Spring,Sports,Running Shoes,26.28,21,Positive,0,69
2374,Male,36,Autumn,Electronics,Smartwatch,938.39,5,Negative,0,162
2375,Male,24,Winter,Clothing,Jacket,143.23,26,Negative,0,115
2376,Male,48,Autumn,Electronics,Laptop,629.66,9,Negative,0,178
2377,Female,32,Spring,Electronics,Smartwatch,244.38,19,Neutral,0,163
2378,Female,28,Summer,Electronics,Laptop,1531.49,11,Positive,0,179
2379,Female,18,Spring,Home,Coffee Maker,248.97,44,Negative,0,98
2380,Male,27,Autumn,Clothing,Jacket,147.67,36,Negative,0,116
2381,Male,19,Summer,Home,Lamp,111.53,35,Negative,0,99
2382,Female,43,Summer,Clothing,Sweater,83.07,31,Negative,0,124
2383,Female,23,Winter,Electronics,Laptop,1175.16,11,Positive,0,180
2384,Female,20,Autumn,Sports,Water Bottle,162.85,21,Positive,0,80
2385,Male,47,Winter,Clothing,Jeans,116.67,37,Positive,0,112
2386,Male,35,Autumn,Electronics,Smartphone,461.24,10,Positive,0,209
2387,Female,42,Winter,Clothing,Jeans,124.39,25,Negative,0,113
2388,Male,18,Autumn,Clothing,Sneakers,64.59,37,Negative,0,105
2389,Female,34,Summer,Clothing,Sweater,45.37,43,Neutral,0,125
2390,Female,21,Winter,Home,Microwave,273.88,0,Negative,0,92
2391,Male,38,Winter,Clothing,Jacket,70.73,29,Negative,0,117
2392,Female,18,Winter,Electronics,Tablet,399.29,10,Negative,0,188
2393,Female,68,Winter,Electronics,Smartphone,476.72,20,Negative,0,210
2394,Female,43,Spring,Electronics,Smartphone,665.29,7,Positive,0,211
2395,Male,18,Summer,Home,Coffee Maker,144.24,22,Positive,0,99
2396,Female,31,Spring,Clothing,T-Shirt,110.2,19,Negative,0,121
2397,Female,33,Spring,Clothing,Sweater,75.37,29,Negative,0,126
2398,Female,33,Winter,Clothing,Jeans,45.14,6,Negative,0,114
2399,Male,40,Summer,Sports,Yoga Mat,115.44,0,Neutral,0,67
2400,Female,18,Autumn,Electronics,Laptop,427.08,36,Neutral,0,181
2401,Male,41,Summer,Home,Lamp,282.29,24,Negative,0,100
2402,Male,18,Winter,Electronics,Tablet,52.72,14,Negative,0,189
2403,Male,31,Spring,Home,Coffee Maker,178.05,1,Negative,0,100
2404,Male,26,Spring,Sports,Yoga Mat,27.38,35,Neutral,0,68
2405,Female,52,Summer,Electronics,Smartwatch,912.28,8,Negative,0,164
2406,Male,44,Winter,Sports,Yoga Mat,184.74,0,Negative,0,69
2407,Male,42,Spring,Electronics,Smartwatch,398.96,13,Negative,0,165
2408,Female,38,Summer,Home,Lamp,77.63,21,Negative,0,101
2409,Female,50,Summer,Electronics,Smartwatch,525.54,6,Negative,0,166
2410,Male,42,Winter,Electronics,Tablet,961.01,9,Negative,0,190
2411,Female,33,Spring,Clothing,Sneakers,102.16,22,Positive,0,106
2412,Male,24,Winter,Electronics,Laptop,254.03,25,Negative,0,182
2413,Female,34,Winter,Electronics,Tablet,1112.82,11,Negative,0,191
2414,Female,36,Autumn,Clothing,Sneakers,69.84,37,Negative,0,107
2415,Male,46,Summer,Electronics,Smartwatch,355.72,9,Negative,0,167
2416,Male,45,Winter,Clothing,Jacket,109.76,7,Negative,0,118
2417,Male,42,Autumn,Electronics,Smartwatch,621.96,13,Negative,0,168
2418,Male,18,Autumn,Clothing,Jacket,97,26,Negative,0,119
2419,Male,29,Spring,Sports,Yoga Mat,162.64,14,Neutral,0,70
2420,Female,51,Spring,Electronics,Tablet,622.38,7,Positive,0,192
2421,Female,25,Winter,Clothing,Sneakers,20.18,26,Negative,0,108
2422,Female,43,Autumn,Electronics,Headphones,595.43,9,Negative,0,174
2423,Male,48,Winter,Clothing,Sneakers,134.36,33,Positive,0,109
2424,Male,18,Autumn,Sports,Running Shoes,104.44,17,Positive,0,70
2425,Male,28,Autumn,Sports,Dumbbells,80.08,32,Negative,0,85
2426,Female,18,Winter,Clothing,Sneakers,106.35,63,Positive,0,110
2427,Male,41,Spring,Clothing,T-Shirt,59.25,27,Positive,0,122
2428,Female,49,Summer,Sports,Running Shoes,127.41,60,Neutral,0,71
2429,Female,45,Winter,Electronics,Smartwatch,418.89,39,Neutral,0,169
2430,Male,36,Spring,Electronics,Laptop,1669.65,9,Positive,0,183
2431,Female,29,Spring,Clothing,Jeans,40.86,13,Negative,0,115
2432,Female,26,Summer,Electronics,Tablet,983.21,3,Negative,0,193
2433,Male,34,Autumn,Clothing,Jeans,118.8,0,Negative,0,116
2434,Female,37,Autumn,Home,Microwave,209.68,24,Negative,0,93
2435,Female,36,Autumn,Home,Blender,43.16,17,Negative,0,91
2436,Female,71,Winter,Clothing,Sweater,74.49,45,Neutral,0,127
2437,Female,20,Autumn,Electronics,Laptop,271.59,28,Positive,0,184
2438,Female,27,Summer,Home,Lamp,109.89,10,Positive,0,102
2439,Female,18,Summer,Sports,Running Shoes,81.96,31,Neutral,0,72
2440,Female,26,Winter,Home,Lamp,195.39,40,Negative,0,103
2441,Female,46,Spring,Electronics,Headphones,1037.7,17,Negative,0,175
2442,Male,24,Autumn,Electronics,Tablet,1053.92,12,Positive,0,194
2443,Female,42,Summer,Clothing,Jeans,43.29,18,Negative,0,117
2444,Male,25,Autumn,Electronics,Smartphone,836.39,18,Positive,0,212
2445,Male,37,Winter,Electronics,Smartwatch,387.73,35,Positive,0,170
2446,Female,25,Winter,Clothing,Jeans,84.61,7,Negative,0,118
2447,Female,28,Summer,Sports,Dumbbells,170.2,23,Neutral,0,86
2448,Female,22,Spring,Home,Blender,49.33,25,Negative,0,92
2449,Male,18,Spring,Home,Blender,210,8,Negative,0,93
2450,Male,43,Summer,Sports,Dumbbells,13.88,34,Positive,0,87
2451,Male,30,Autumn,Electronics,Tablet,559.53,5,Negative,0,195
2452,Female,22,Winter,Clothing,Jeans,68.82,19,Negative,0,119
2453,Male,42,Autumn,Home,Lamp,102.84,39,Neutral,0,104
2454,Male,29,Winter,Clothing,Sneakers,134.32,8,Negative,0,111
2455,Male,38,Winter,Electronics,Smartphone,204.96,13,Neutral,0,213
2456,Male,28,Spring,Home,Vacuum Cleaner,283.39,45,Negative,0,116
2457,Male,44,Spring,Electronics,Tablet,183.9,27,Neutral,0,196
2458,Female,19,Spring,Clothing,Sneakers,74.61,28,Negative,0,112
2459,Male,47,Summer,Electronics,Smartwatch,539.24,8,Negative,0,171
2460,Female,51,Winter,Electronics,Smartphone,412.68,44,Negative,0,214
2461,Male,54,Winter,Clothing,Sweater,22.7,30,Positive,0,128
2462,Female,42,Winter,Electronics,Laptop,709.51,17,Positive,0,185
2463,Male,40,Spring,Home,Vacuum Cleaner,261.21,17,Negative,0,117
2464,Male,29,Autumn,Electronics,Smartwatch,634.93,11,Neutral,0,172
2465,Male,19,Spring,Electronics,Laptop,855.81,9,Negative,0,186
2466,Male,48,Autumn,Sports,Running Shoes,197.24,0,Negative,0,73
2467,Male,53,Autumn,Sports,Running Shoes,56.78,42,Negative,0,74
2468,Male,29,Summer,Electronics,Smartphone,633.24,13,Negative,0,215
2469,Male,35,Autumn,Clothing,Sweater,56.39,43,Negative,0,129
2470,Male,46,Spring,Sports,Tennis Racket,137.63,4,Negative,0,87
2471,Male,42,Summer,Sports,Running Shoes,46.43,22,Positive,0,75
2472,Male,35,Summer,Electronics,Tablet,1126.98,6,Negative,0,197
2473,Female,55,Autumn,Home,Blender,204.97,41,Positive,0,94
2474,Male,26,Autumn,Sports,Running Shoes,103.59,5,Negative,0,76
2475,Male,30,Autumn,Sports,Tennis Racket,160.7,32,Negative,0,88
2476,Female,37,Winter,Clothing,Sweater,131.08,44,Negative,0,130
2477,Female,44,Spring,Sports,Running Shoes,60.99,40,Positive,0,77
2478,Female,38,Spring,Electronics,Tablet,100.61,4,Negative,0,198
2479,Male,32,Autumn,Clothing,Sneakers,47.12,41,Negative,0,113
2480,Male,34,Autumn,Sports,Dumbbells,18.42,33,Neutral,0,88
2481,Male,31,Summer,Clothing,T-Shirt,110.87,10,Negative,0,123
2482,Female,33,Spring,Sports,Yoga Mat,41.49,30,Positive,0,71
2483,Male,27,Winter,Home,Lamp,29.23,21,Neutral,0,105
2484,Female,23,Summer,Electronics,Smartwatch,356.17,42,Negative,0,173
2485,Female,31,Winter,Sports,Yoga Mat,108.83,47,Negative,0,72
2486,Female,53,Autumn,Sports,Tennis Racket,100.81,24,Positive,0,89
2487,Female,22,Winter,Home,Coffee Maker,194.27,0,Negative,0,101
2488,Female,18,Summer,Electronics,Headphones,1168.24,3,Negative,0,176
2489,Male,51,Spring,Electronics,Headphones,404.25,27,Negative,0,177
2490,Male,39,Autumn,Sports,Water Bottle,23.68,0,Negative,0,81
2491,Female,20,Summer,Electronics,Tablet,1079.49,14,Negative,0,199
2492,Male,38,Spring,Electronics,Smartphone,419.41,23,Positive,0,216
2493,Male,41,Summer,Sports,Tennis Racket,173.65,50,Negative,0,90
2494,Male,32,Autumn,Home,Blender,257.32,26,Negative,0,95
2495,Female,37,Spring,Home,Microwave,296.4,61,Positive,0,94
2496,Male,18,Spring,Clothing,Sneakers,36.97,35,Negative,0,114
2497,Male,33,Autumn,Sports,Yoga Mat,98.43,34,Negative,0,73
2498,Female,27,Winter,Clothing,T-Shirt,58.43,24,Neutral,0,124
2499,Male,43,Winter,Sports,Running Shoes,25.1,72,Negative,0,78
2500,Male,44,Autumn,Home,Microwave,293.41,12,Negative,0,95
2501,Female,29,Winter,Home,Microwave,73.62,18,Negative,0,96
2502,Female,18,Summer,Clothing,T-Shirt,106.84,20,Positive,0,125
2503,Female,43,Summer,Home,Lamp,70.98,6,Negative,0,106
2504,Female,47,Autumn,Electronics,Smartwatch,682.15,12,Negative,0,174
2505,Male,26,Autumn,Home,Coffee Maker,219.65,23,Positive,0,102
2506,Female,54,Spring,Home,Coffee Maker,156.24,36,Negative,0,103
2507,Female,35,Autumn,Electronics,Headphones,894.63,9,Negative,0,178
2508,Female,35,Autumn,Electronics,Smartwatch,97.62,17,Negative,0,175
2509,Male,18,Autumn,Electronics,Smartwatch,801.94,20,Negative,0,176
2510,Male,36,Winter,Electronics,Smartphone,502.21,12,Positive,0,217
2511,Male,34,Summer,Home,Microwave,44.66,14,Negative,0,97
2512,Female,32,Autumn,Clothing,Sneakers,29.29,1,Negative,0,115
2513,Female,62,Winter,Home,Lamp,278.38,6,Positive,0,107
2514,Female,22,Spring,Home,Coffee Maker,281.84,18,Negative,0,104
2515,Male,50,Autumn,Sports,Tennis Racket,196.9,25,Neutral,0,91
2516,Female,20,Spring,Home,Coffee Maker,212.05,44,Positive,0,105
2517,Male,43,Autumn,Home,Microwave,82.04,33,Negative,0,98
2518,Female,43,Summer,Electronics,Smartwatch,449.6,61,Positive,0,177
2519,Male,61,Autumn,Clothing,T-Shirt,47.54,15,Neutral,0,126
2520,Male,54,Autumn,Electronics,Tablet,1065.03,12,Negative,0,200
2521,Male,40,Autumn,Sports,Yoga Mat,192.4,0,Negative,0,74
2522,Female,32,Autumn,Home,Lamp,77.97,13,Neutral,0,108
2523,Male,44,Winter,Home,Coffee Maker,207.92,41,Negative,0,106
2524,Male,18,Autumn,Electronics,Smartphone,264.58,25,Negative,0,218
2525,Female,48,Summer,Electronics,Tablet,629.51,9,Positive,0,201
2526,Female,43,Spring,Electronics,Tablet,125.8,30,Neutral,0,202
2527,Female,39,Autumn,Sports,Water Bottle,25.08,21,Negative,0,82
2528,Female,20,Summer,Electronics,Headphones,1144.09,4,Negative,0,179
2529,Female,43,Autumn,Electronics,Headphones,80.24,25,Positive,0,180
2530,Male,33,Spring,Home,Vacuum Cleaner,112.1,19,Positive,0,118
2531,Male,31,Summer,Sports,Tennis Racket,125.44,41,Negative,0,92
2532,Male,30,Spring,Clothing,Jeans,50.84,5,Negative,0,120
2533,Female,43,Autumn,Electronics,Headphones,330.43,22,Positive,0,181
2534,Female,35,Summer,Clothing,Jacket,95.01,49,Neutral,0,120
2535,Male,34,Autumn,Electronics,Tablet,809.33,11,Negative,0,203
2536,Male,20,Summer,Home,Coffee Maker,252.56,22,Positive,0,107
2537,Female,42,Spring,Electronics,Tablet,577.68,2,Negative,0,204
2538,Female,37,Autumn,Electronics,Laptop,1620.19,11,Neutral,0,187
2539,Male,35,Winter,Electronics,Tablet,659.86,15,Negative,0,205
2540,Male,39,Autumn,Clothing,Sweater,107.15,47,Negative,0,131
2541,Male,23,Spring,Home,Coffee Maker,238.46,27,Negative,0,108
2542,Male,36,Spring,Clothing,Jeans,141.5,9,Neutral,0,121
2543,Female,46,Summer,Clothing,Sneakers,73.38,60,Positive,0,116
2544,Female,34,Winter,Home,Lamp,159.81,33,Positive,0,109
2545,Female,36,Autumn,Sports,Running Shoes,50.34,14,Negative,0,79
2546,Male,18,Autumn,Clothing,Sneakers,49.6,14,Neutral,0,117
2547,Female,18,Winter,Home,Coffee Maker,51.34,51,Negative,0,109
2548,Female,33,Autumn,Sports,Tennis Racket,181.45,20,Positive,0,93
2549,Female,45,Spring,Home,Vacuum Cleaner,259.25,8,Positive,0,119
2550,Female,25,Summer,Sports,Dumbbells,10.75,26,Negative,0,89
2551,Female,47,Spring,Sports,Running Shoes,13.35,33,Negative,0,80
2552,Male,37,Summer,Home,Vacuum Cleaner,264.27,26,Negative,0,120
2553,Female,39,Spring,Electronics,Headphones,56.34,28,Positive,0,182
2554,Male,22,Summer,Clothing,Jeans,128.73,26,Negative,0,122
2555,Male,22,Autumn,Electronics,Smartwatch,517.49,10,Neutral,0,178
2556,Male,29,Winter,Electronics,Laptop,441.5,63,Negative,0,188
2557,Male,34,Autumn,Home,Lamp,223.94,4,Negative,0,110
2558,Male,33,Autumn,Home,Lamp,165.32,33,Positive,0,111
2559,Female,55,Autumn,Electronics,Smartphone,744.8,7,Neutral,0,219
2560,Female,18,Spring,Sports,Tennis Racket,96.99,37,Positive,0,94
2561,Female,18,Summer,Sports,Running Shoes,83.03,18,Neutral,0,81
2562,Female,31,Autumn,Electronics,Laptop,1100.13,10,Negative,0,189
2563,Female,43,Winter,Clothing,Jeans,120.92,15,Negative,0,123
2564,Female,31,Spring,Electronics,Laptop,1211.85,10,Negative,0,190
2565,Female,36,Spring,Electronics,Headphones,778.46,10,Negative,0,183
2566,Female,40,Spring,Sports,Water Bottle,199.46,38,Negative,0,83
2567,Female,39,Autumn,Home,Coffee Maker,140.1,32,Positive,0,110
2568,Female,18,Autumn,Home,Vacuum Cleaner,87.65,26,Neutral,0,121
2569,Female,40,Spring,Sports,Water Bottle,62.27,36,Negative,0,84
2570,Female,26,Summer,Electronics,Laptop,191.43,15,Neutral,0,191
2571,Female,28,Spring,Sports,Yoga Mat,48.2,33,Negative,0,75
2572,Female,47,Summer,Clothing,Jeans,21.56,19,Negative,0,124
2573,Female,45,Spring,Home,Vacuum Cleaner,177.44,27,Positive,0,122
2574,Female,33,Winter,Clothing,Jeans,15.87,22,Positive,0,125
2575,Female,43,Spring,Electronics,Smartwatch,641.6,12,Negative,0,179
2576,Female,62,Summer,Electronics,Tablet,116.09,12,Negative,0,206
2577,Female,41,Winter,Clothing,Jacket,50.25,17,Negative,0,121
2578,Male,24,Winter,Electronics,Tablet,104.69,25,Positive,0,207
2579,Male,36,Winter,Clothing,T-Shirt,41.4,69,Positive,0,127
2580,Female,32,Winter,Clothing,Jacket,122.46,8,Positive,0,122
2581,Male,38,Spring,Clothing,Jeans,136.23,0,Negative,0,126
2582,Male,33,Spring,Clothing,T-Shirt,134.71,25,Negative,0,128
2583,Male,44,Spring,Sports,Yoga Mat,18.29,40,Negative,0,76
2584,Male,28,Summer,Home,Blender,253.74,23,Positive,0,96
2585,Male,25,Summer,Electronics,Tablet,258.65,8,Positive,0,208
2586,Female,38,Autumn,Home,Coffee Maker,200.6,6,Positive,0,111
2587,Male,30,Winter,Home,Vacuum Cleaner,294.09,10,Negative,0,123
2588,Male,41,Spring,Electronics,Smartphone,1094.06,19,Negative,0,220
2589,Male,19,Autumn,Home,Blender,97.07,0,Negative,0,97
2590,Male,33,Summer,Sports,Tennis Racket,145.4,25,Positive,0,95
2591,Male,37,Spring,Electronics,Smartwatch,388.28,18,Negative,0,180
2592,Male,32,Spring,Clothing,Sneakers,103.15,31,Negative,0,118
2593,Male,47,Summer,Clothing,Sweater,146.18,0,Positive,0,132
2594,Female,30,Spring,Sports,Dumbbells,23.91,28,Positive,0,90
2595,Male,23,Autumn,Electronics,Smartwatch,576.03,19,Negative,0,181
2596,Female,27,Spring,Sports,Running Shoes,136.82,24,Neutral,0,82
2597,Female,41,Spring,Home,Microwave,64.78,16,Negative,0,99
2598,Male,18,Spring,Electronics,Headphones,830.36,8,Negative,0,184
2599,Male,47,Autumn,Sports,Yoga Mat,140.49,20,Neutral,0,77
2600,Female,24,Spring,Home,Vacuum Cleaner,123.04,39,Neutral,0,124
2601,Female,31,Winter,Home,Coffee Maker,124.17,17,Negative,0,112
2602,Male,36,Summer,Electronics,Headphones,506.53,14,Negative,0,185
2603,Male,63,Winter,Home,Coffee Maker,69.36,37,Negative,0,113
